,text,label
1455,"Ngày 18/02/2013, Sở Giao dịch Chứng khoán TP.HCM (SGDCK) đã nhận được BCTC Quý 04 năm 2012 của CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre (mã chứng khoán: FBT). Theo đó, kết quả hoạt động sản xuất kinh doanh của FBT Quý 04 năm 2012 là -35,25 tỉ đồng, dẫn đến lỗ luỹ kế của FBT đến thời điểm hiện tại là -280,472 tỷ đồng so với vốn điều lệ thực góp là 150 tỉ đồng. FBT đã lỗ 02 năm liên tiếp 2009, 2010 và hiện đang được giao dịch dưới dạng chứng khoán bị kiểm soát.",Negative
1456,"Quý 3/2021, Nova Healthcare Group lần lượt đi vào hoạt động một số Phòng khám chuyên khoa, mô hình Bác sĩ gia đình, Sơ cấp cứu ban đầu kết hợp nhà thuốc và hệ thống  khám chữa bệnh hội chẩn từ xa TeleHealth tại dự án Aqua City, NovaWorld Phan Thiet và NovaWorld Ho Tram; Khai trương đi vào hoạt động Phòng khám đa khoa Quốc tế tại Quận Phú Nhuận (TP.HCM) với các Trang thiết bị y tế hiện đại và được vận hành và chịu trách nhiệm chất lượng chuyên môn bởi các chuyên gia đầu ngành đến từ Bệnh viện Đại học Y Hà Nội; Lễ động thổ xây dựng Bệnh viện đa khoa quốc tế tại dự án Aqua City (Đồng Nai) qui mô 200 giường",Positive
1457,"Chỉ báo MACD vẫn duy trì trên đường tín hiệu (signal line). Tuy nhiên, chỉ báo Stochastic Oscillator đã đảo chiều trong phiên sáng. Nếu tín hiệu bán xuất hiện tại vùng quá mua (overbought) thì rủi ro điều chỉnh sẽ gia tăng",Negative
1458,Tiêu điểm xử phạt tuần qua: Thêm nhiều cá nhân và tổ chức bị UBCKNN phạt,Negative
1459,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định giải trình chênh lệch LNST BCTC HN và Riêng quý 3/2020 so với cùng kỳ năm trước như sau:,Neutral
1460,"Nợ phải trả tính đến 31/12/2020 ghi nhận 2,283 tỷ đồng, giảm 35% so với đầu năm. Trong đó, người mua trả tiền trước ngắn hạn tuột dốc 94%, xuống còn 81 tỷ đồng. 
Tiên Tiên
FILI",Positive
1461,Công ty Cổ phần Bất động sản Điện lực Miền Trung giải trình KQKD HN và Riêng quý 2/2020 bị lỗ như sau:,Negative
1462,Diễn biến giá cổ phiếu Cc4 trong 1 năm gần đây.,Neutral
1464,Thêm 2 doanh nghiệp bị UBCKNN phạt trăm triệu đồng do vi phạm quy định về công bố thông tin,Negative
1465,ABBank báo lãi 628 tỷ đồng trong 6 tháng đầu năm,Neutral
1466,"Ngày 03/07/2020, Sở Giao dịch Chứng khoán Tp.HCM (SGDCK) ra Quyết định số 361/QĐ-SGDHCM đưa cổ phiếu DHM của Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu vào diện cảnh báo kể từ ngày 10/07/2020 do “Ý kiến kiểm toán ngoại trừ tại BCTC KT năm 2019 có ảnh hưởng đến lợi nhuận sau thuế thu nhập doanh nghiệp năm 2018 của Công ty, thuộc trường hợp chứng khoán bị đưa vào diện cảnh báo quy định tại Điểm b Khoản 1.1 Điều 22 Quy chế Niêm yết chứng khoán tại Sở Giao dịch Chứng khoán Tp. Hồ Chí Minh” Ngày 31/03/2021, CTCP Thương mại & Khai thác Khoáng sản Dương Hiếu đã công bố thông tin BCTC KT năm 2020, theo đó Lợi nhuận sau thuế thu nhập doanh nghiệp tại BCTC KT năm 2020 là âm 79,39 tỷ đồng và Lợi nhuận sau thuế chưa phân phối tại  ngày 31/12/2020 là âm 67,18 tỷ  đồng. Ngoài ra, Báo cáo tài chính kiểm toán năm 2020 không còn ý kiến ngoại trừ và kiểm toán có ý kiến nêu tại vấn đề khác khẳng định “Chúng tôi đã xem xét, đánh giá và nhận thấy những vấn đề mà Kiểm toán viên tiền nhiệm ngoại trừ không còn ảnh hưởng trọng yếu đến Báo cáo tài chính này” Như vậy, căn cứ Điểm 4.1 và  4.2 Khoản 4 Điều 22 Quy chế Niêm yết chứng khoán tại Sở Giao dịch Chứng khoán Tp. Hồ Chí Minh ban hành kèm theo Quyết định số 85/QĐ-SGDHCM ngày 19/03/2018 về các trường hợp chứng khoán đưa ra khỏi cảnh báo, căn cứ Báo cáo tài chính kiểm toán năm 2020 của Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,  cổ phiếu DHM vẫn chưa khắc phục được nguyên nhân dẫn đến bị tình trạng cảnh báo. SGDCK Tp.HCM 
tiếp tục giữ nguyên diện cảnh báo đối với cổ phiếu DHM, việc xem xét hướng xử lý tiếp theo đối với cổ phiếu DHM sẽ căn cứ vào BCTC Hợp nhất soát xét bán niên năm 2021 của Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu.",Negative
1467,"Ngược lại, nếu trạng thái điều chỉnh bất ngờ xuất hiện thì vùng 35,000-37,500 (đỉnh cũ tháng 01/2021 hội tụ cùng đường SMA 50 ngày) sẽ là hỗ trợ quan trọng của TCB. Khối lượng giao dịch duy trì mức thấp trong những ngày qua (thường xuyên dưới mức trung bình 20 phiên gần nhất) chứng tỏ nhà đầu tư đang khá thận trọng",Neutral
1468,HSC báo cáo kết quả giao dịch chứng chỉ quỹ của tổ chức tạo lập thị trường Quỹ ETF VFMVN30 như sau:,Neutral
1469,Hàng loạt cá nhân và tổ chức bị UBCKNN xử phạt,Negative
1470,Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh thông báo nhắc nhở thực hiện quy định tại Nghị định 71/2017/NĐ-CP đối với Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone như sau:,Negative
1471,"Được biết, Thaco chỉ mới mua vào 59.63 triệu cp HVG trong khoảng thời gian từ ngày 27/03 - 25/4/2020 nhằm đầu tư tài chính",Neutral
1472,"Đến nay, sức hút của dự án không hề hạ nhiệt khi chào đón 800 lượt khách tham quan mỗi cuối tuần và hơn 600 khách hàng đặt chỗ chỉ trong vòng 1 tháng tái khởi động quảng bá thông tin mở bán Rivera 2 và Aquaria 2. Khu phức hợp nhà ở và thương mại cao cấp Rivera 2 và Aquaria 2 thừa hưởng phúc khí, tài lộc của 5.8km sông Vàm Cỏ Đông cùng hệ thống kênh đào len lỏi toàn khu tạo nên bầu không khí tươi lành. Mỗi ngôi nhà ở đây trở thành một tổ ấm yên bình giữa lòng phố thị, tái tạo lại nguồn năng lượng sống tích cực. Đồng thời, nhờ vào quy hoạch chỉn chu theo chuẩn quốc tế, hệ thống tiện ích nội khu và hệ sinh thái tiện ích “tất cả trong một” của Waterpoint đã kiến tạo nên giá trị sống trải nghiệm khác biệt cho cư dân. Mỗi ngày đều là một ngày sống an yên, tiện nghi chan hoà thịnh vượng bên cạnh miền thiên nhiên khoáng đạt, là môi trường trưởng thành tốt nhất dành cho thế hệ tương lai",Positive
1473,"Lợi nhuận trước thuế 9 tháng đạt182 tỷ, bằng 93,4% kế hoạch năm. Lợi nhuận sau thuế đạt 136,5 tỷ đồng, tương ứng với EPS đạt 1.551 đồng.",Positive
1474,"IDS ARGO Servicer hoàn tất gom 6.3 triệu cp OCH
Công ty TNHH IDS ARGO Servicer vừa thông báo đã mua gần 6.3 triệu cp CTCP Khách sạn và Dịch vụ OCH (HNX: OCH) vào ngày 10/03/2021",Positive
1475,Khối lượng giao dịch tăng cao trong những phiên vừa qua cho thấy nhà đầu tư đang giao dịch khá sôi động ở mã BCG,Positive
1476,"NHA dự kiến tổ chức ĐHĐCĐ thường niên 2021 vào ngày 12/04 tới. Theo tài liệu họp vừa công bố, Công ty dự kiến doanh thu năm nay đạt 260 tỷ đồng, tăng 61% so với thực hiện năm 2020; lãi trước thuế đạt 50 tỷ đồng, tăng 19%. Cổ tức năm 2021 chia với tỷ lệ 10%.  ",Positive
1477,Sở Giao dịch Chứng khoán TP.HCM thông báo về việc hủy niêm yết đối với cổ phiếu của Công ty Cổ phần Đầu tư và Phát triển Nhà đất COTEC (mã CK: CLG) như sau:,Negative
1478,"Theo BCTC Q1/2012 đã được công bố và Quyết định số
187/QĐ-SGDHN ngày 18/06/2012 của SGDHN về việc hủy niêm yết cổ phiếu AGC vào
ngày 17/07/2012, niềm tin vào cổ phiếu của các cổ đông đã suy giảm nghiêm trọng,
rất nhiều cổ đông đã bán tháo cổ phiếu AGC dẫn đến cổ phiếu AGC giảm liên tục.",Negative
1479,Công ty Cổ phần Xây dựng 47 thông báo Nghị quyết HĐQT về việc thông qua kết quả phát hành tăng vốn cổ phần từ NVCSH và trả cổ tức bằng cổ phiếu năm 2019 như sau:,Neutral
1480,"Những so sánh khập khiễngSPI lên sàn tháng 9, thị giá nay đạt 17.700 đồng. Nhìn lãi 4 năm gần đây của SPI, nhiều nhà đầu tư không khỏi buồn. 4 năm gần đây chưa năm nào SPI lãi trên 1 tỷ đồng, tổng lãi của công ty 4 năm ròng chỉ vỏn vẹn chưa đầy 1,5 tỷ đồng. Giá trị sổ sách cuối năm 2012 đạt gần 10.400 đồng. Thị trường chứng khoán xuống dốc trong năm 2012 nhưng P/B của SPI vẫn đạt 1,85 tức cổ phiếu này đang được thị trường định giá cao hơn giá trị ghi sổ 1,85 lần.VNA sau 4 năm niêm yết, giá trị sổ sách đạt hơn 24.000 đồng. Thị giá còn 2.800 đồng. Thị trường định giá VNA thấp hơn giá ghi sổ nhiều lần. Do sự xuống dốc TTCK hay do kỳ vọng về ngành vận tải biển giảm sút không rõ, nhưng nếu so sánh với SPI thì có phần khập khiễng. Từ khi niêm yết đến nay, VNA chỉ lỗ duy nhất năm 2012.Hai cổ phiếu, hai bức tranh trái màu nhưng nếu xét trên con mắt của người phân tích cơ bản thì quá buồn.Đâu là giá trị thực? Một nửa bức tranh...Nhìn lại P/B của các doanh nghiệp hiện nay có thể thấy những
phi lý như SPI, như VNA không ít. Nhiều doanh nghiệp đã được thị đường định giá
quá cao so với giá trị thực tế và nhiều doanh nghiệp-tuy không quá bết bát ít
nhất là so với những doanh nghiệp lỗ triền miên hay âm vốn chủ sở hữu-lại bị định
giá thấp đến bất ngờ. Thanh khoản thấp, SQC không có gì hấp dẫn giới đầu cơ cũng
như đầu tư khi gần 6 tháng ròng không có cổ phiếu nào được chuyển nhượng. Cổ
phiếu này đang chết giá ở 80.000 đồng! Một mức giá cao gấp 6 lần giá trị sổ
sách tại thời điểm kết thúc năm 2012. Một cổ phiếu cũng được thị trường định giá cao…đến mức vô lý
là VCF. Vượt xa MSN, gấp đôi thị giá VNM, thị giá của VCF phiên cuối năm Nhâm Thìn lên tới 208.000 đồng/CP. Lần tìm những chỉ số tài chính của doanh nghiệp
này thì không được NHẤT như thị giá. Giá trị sổ sách chỉ trên dưới 35.500 đồng,
chưa bằng 1/5 thị giá. Dù rằng EPS của VCF cũng thuộc hàng “khủng” trên 11.000
đồng năm 2012 nhưng mức EPS này khá nhiều doanh nghiệp đạt được nhưng thị giá
cũng chỉ tầm 4x. Thị giá không cao ngất ngưởng như VCF nhưng cũng chứa đựng không ít phi lý là SVN. Tổng lãi 4 năm không đầy 2 tỷ đồng, lỗ quý 4 nhưng thị giá SVN lại là mức giá đáng mơ ước của nhiều doanh nghiệp đang niêm yết. Thị giá đứng thứ 8 trên HNX với xấp xỉ 40.000 đồng.Nửa bức tranh khác...Nếu khen CIC là doanh nghiệp kinh doanh tốt thì không phải. CIC cũng đã lỗ 2 năm liên tiếp 2011 và 2012. Với việc lỗ 2 năm, CIC khiến nhà đầu tư lo lắng. Tuy nhiên, nếu nhìn kỹ, giá trị sổ sách của CIC vẫn trên dưới 15.000 đồng- cao hơn nhiều mức giá bèo bọt 2.500 đồng thị giá hiện nay. Không ít doanh nghiệp khác như LM3, SD7, MCL...có giá trị sổ sách theo BCTC quý 3/2012 cao gấp nhiều lần thị giá hiện tại. Hai nửa bức tranh trên đều được vẽ bởi thị trường chứng khoán. Chỉ có điều, nếu đưa phân tích cơ bản ra so thì đó là hai mảnh không ghép được với nhau. Thanh Hiên",Negative
1481,Thêm 3 cá nhân và một quỹ ngoại vừa bị UBCKNN phạt vi phạm hành chính,Negative
1482,"Bị ngân hàng SHB thu giữ tài sản, Công ty An Trường An (ATG) nói gì?",Negative
1483,"Công ty Cổ phần xuất nhập khẩu khoáng sản Hà Nam (MIH)
thông báo kết quả kinh doanh quý 4 và cả năm 2012. Riêng quý 4/2012 doanh
thu thuần đạt 78,82 tỷ đồng, giảm 21% và lợi nhuận sau thuế chỉ đạt vỏn vẹn 468
triệu đồng, giảm 94% so với cùng kỳ quý 4/2011. Trong kỳ, chi phí tài
chính và chi phí quản lý doanh nghiệp đều giảm theo doanh thu, riêng chi phí
bán hàng tăng 45% so với cùng kỳ năm trước. Năm 2012, MIH đạt
366,65 tỷ đồng doanh thu, giảm 5% và lợi nhuận sau thuế đạt 4,93 tỷ đồng, tăng
30% so với năm 2011.    Báocáo KQKD     Chỉtiêu   Q4/2012   Q4/2011   Thayđổi   Năm2012   Năm2011   Thayđổi     Doanh thu thuần   78.82   99.69   -20.93%   366.65   385.89   -4.99%     LNTT   0.59   8.59   -93.13%   5.58   4.22   32.23%     LNST   0.47   8.24   -94.30%   4.93   3.79   30.08%    Công ty Cổ phần vận tải và Giao nhận Bia Sài Gòn (SBC)-mẹ thông báo kết quả kinh doanh quý 4 và cả năm 2012 Riêng quý 4/2012 doanh thu thuần đạt 347,75 tỷ đồng,
tăng 25% và lợi nhuận sau thuế đạt 6,23
tỷ đồng trong khi cùng kỳ quý 4/2011 lỗ 2,88 tỷ đồng. Công ty cho biết, so với cùng kỳ năm trước, lợi nhuận tăng
do công ty đã thực hiện tốt về tiết kiệm chi phí, thực hiện tốt công tác
logistic trong vận tải, mặt khác do hàng hóa Sabeco tiêu thụ tốt nên công ty vận
chuyển được nhiều doanh thu tăng. So với kế hoạch kinh doanh của ĐHCĐ giao phó đạt
995,14 tỷ đồng doanh thu và 30,45 tỷ đồng lợi nhuận trước thuế, kết thúc năm
2012 riêng công ty mẹ SBC đã hoàn thành vượt chỉ tiêu doanh thu và đạt 63% kế hoạch lợi nhuận
năm. Công ty chưa công bố KQKD hợp nhất. Năm 2012 doanh thu thuần đạt 1014,43 tỷ đồng, tăng
15% và  lợi nhuận sau thuế đạt 18,47 tỷ đồng,
tăng đột biến so với năm 2011. EPS cả năm 2012 đạt 2.309 tỷ đồng.    Báocáo KQKD     Chỉtiêu   Quý4/2012   Quý4/2011   Thayđổi   Năm2012   Năm2011   Thayđổi     Doanh thu thuần   347.75   278.44   24.89%   1014.43   884.39   14.70%     LNTT    6.23   -2.88       19.11   0.95   1911.58%     LNST    6.23   -2.88       18.47   0.95   1844.21%     EPS (đồng)   779           2.309   119        Hồng Vân",Negative
1484,"Đất Xanh Services: Công ty dẫn đầu mảng môi giới BĐS chuẩn bị IPO, chào bán ra công chúng 71,66 triệu cổ phiếu",Positive
1485,"Ở thời điểm hiện tại CTCP Chứng khoán Âu Việt (mã AVS) đã rút tư cách thành viên hai Sở, rút hầu hết các nghiệp vụ kinh doanh, chỉ giữ lại nghiệp vụ tự doanh và đang chuẩn bị thủ tục giải thể. Trong quý 3/2013 AVS vẫn đạt 2,34 tỷ đồng doanh thu trong đó 407 triệu đồng từ tự doanh và 1,93 tỷ đồng từ doanh thu khác. Chi phí hoạt động của công ty vẫn lên tới hơn 1,6 tỷ đồng, chi phí quản lý doanh nghiệp 420 triệu đồng.  Kết thúc quý 3, AVS lãi trước và sau thuế 327 triệu đồng trong khi cùng kỳ 2012 công ty lỗ hơn 20,3 tỷ.  Lũy kế 9 tháng, AVS đạt gần 9 tỷ đồng doanh thu, giảm mạnh so với cùng kỳ năm trước nhưng lợi nhuận sau thuế đạt hơn 6,1 tỷ đồng tăng mạnh so với cùng kỳ 2012 (9 tháng đầu năm 2012 AVS lỗ hơn 9 tỷ đồng).  AVS hiện chỉ còn 5 công nhân viên.  So với đầu năm, tự doanh của AVS tiếp tục mua thêm nhiều cổ phiếu, nắm giữ 524.922 cổ phiếu ACL (tăng so với đầu năm), mua thêm 75.000 cổ phiếu ITD, 100.000 cổ phiếu MBB, 115.560 cổ phiếu PAN, 160.900 cổ phiếu SGD và nắm giữ hơn 2,7 triệu cổ phiếu VRC. Ngoài ra AVS nắm giữ 100.000 cổ phiếu PVF, 1,3 triệu cổ phiếu MSB và các cổ phiếu chưa niêm yết khác.Báo cáo 9 tháng của AVS    AVS cũng vừa đưa ra hướng dẫn NĐT về thủ tục giao dịch cổ phiếu AVS sau khi hủy niêm yết. Theo đó, khi có nhu cầu chuyển nhượng cổ phiếu AVS, NĐT đến làm thủ tục tại CTCK nơi NĐT bên chuyển quyền sở hữu đã mở tài khoản lưu ký chứng khoán. Hồ sơ gồm có giấy đề nghị chuyển quyền sở hữu CK, bản sao CMND (cá nhân), giấy chứng nhận kinh doanh (đối với tổ chức). Sau khi nhận đầy đủ hồ sơ chuyển quyền sở hữu của NĐT, CTCK chuyển lên Trung tâm lưu ký chi nhánh HCM, VSD sẽ xử lý hồ sơ trong 5 ngày làm việc kể từ ngày VSD nhận được đầy đủ hồ sơ hợp lệ. Nếu chấp thuận, VSD sẽ gửi thông báo cho CTCK của bên chuyển quyền sở hữu và bên nhận quyền sở hữu. Căn cứ thông báo của VSD, CTCK hai bên sẽ hạch toán chứng khoán vào tài khoản lưu ký.Hoàng Ly",Negative
1486,"UIC thoái vốn thành công khỏi HTI
Ngày 09/02, CTCP Đầu tư Phát triển Nhà và Đô thị IDICO (HOSE: UIC) đã thoái vốn hoàn toàn khỏi CTCP Đầu tư Phát triển Hạ tầng IDICO (HOSE: HTI) sau khi bán thành công gần 2.5 triệu cp, tương đương 10% vốn điều lệ",Neutral
1487,"Hạn chế cá nhân vay tiền ngân hàng mua nhà, nên hay không?",Neutral
1488,"Ngày 27/10/2017, Cơ quan An ninh điều tra - Bộ Công an đã kết luận điều tra và ngày 11/04/2018 đã kết luận điều tra bổ sung, chuyển hồ sơ vụ án đến Viện Kiểm sát nhân dân Tối cao đề nghị truy tố các bị can theo quy định của pháp luật",Negative
1489,"Ngoài 10 triệu cổ phiếu kể trên, Công ty con của NLG là Công ty TNHH MTV Đầu tư Xây dựng Phát triển Nam Khang cũng đã bán 11.3 triệu cp NLG vào ngày 04/02 với giá trị gần 351 tỷ đồng",Neutral
1490,"Mặc dù chưa kết thúc nhưng mùa báo cáo kết quả kinh doanh năm 2011 chắc chắc đã ghi dấu một kỷ lục đáng buồn, đó là số lượng các doanh nghiệp bị hủy niêm yết bắt buộc vì thua lỗ lớn. Trường hợp lỗ năm thứ 3 liên tiếp thì có thể dự đoán được do đã có có sẵn lịch sử lỗ 2 năm trước đó. Tuy nhiên, những doanh nghiệp rơi vào trường hợp âm vốn chủ sở hữu thì lại rất bất ngờ vì đột ngột lỗ lớn trong năm vừa qua, như trường hợp của Thủy sản Cadovimex hay Cà phê An Giang. Tính đến hiện tại, đã có 7 trường hợp có khả năng có bị hủy niêm yết bắt buộc gồm 4 trường hợp lỗ 3 năm liên tiếp là Nhựa Tân Hóa (VKP), Basa (BAS), Vận tải biển và BĐS Việt Hải (VSP), Hàng hải Hà Nội (MHC); 3 trương hợp âm vốn chủ sở hữu tại thời điểm cuối năm 2011 gồm Cadovimex (CAD), Cà phê An Giang (AGC) và Tribeco (TRI).     Việc có bị hủy niêm yết hay không sẽ căn cứ vào báo cáo kiểm toán, tuy nhiên sẽ có rất ít cơ hội để các doanh nghiệp này từ lỗ thành lãi. Mùa báo cáo năm 2010, chỉ có 2 trường hợp lỗ 3 năm liên tiếp là Full Power (FPC) và Vitaly (VTA). Hiện tại chỉ có Hàng hải Sài Gòn (SHC) là đã có lãi trở lại sau khi lỗ liên tiếp 2 năm 2009-2010.   KAL",Negative
1491,"Công ty Cổ phần Chứng khoán Âu Việt (AVS) công bố kết quả kinh doanh quý 2 và 6 tháng đầu năm 2013. Sau quyết định hủy niêm yết tự nguyện và rút gần hết các nghiệp vụ, doanh thu quý 2 của AVS đạt 3,8 tỷ đồng, trong đó 3,2 tỷ đồng là doanh thu khác. Doanh thu sụt giảm so với cùng kỳ (quý 2/2012 AVS đạt 15,3 tỷ đồng doanh thu), không khó hiểu khi kết quả kinh doanh của AVS xuống dốc mặc dù chi phí hoạt động giảm đáng kể. Nhờ khoản chi phí ghi âm 1,2 tỷ đồng do hoàn nhập dự phòng, quý 2 AVS lãi ròng 4,3 tỷ đồng, bằng một nửa kết quả quý 2/2012. Với kết quả này, 6 tháng đầu năm 2013 AVS lãi ròng 5,8 tỷ đồng, giảm 47,8% so với 6 tháng 2012. So với số dư đầu năm, tại ngày 30/6/2013, AVS đã giải phóng hoàn toàn khoản nợ phải trả hoạt động giao dịch chứng khoán 8 tỷ đồng, dư nợ ngắn và dài hạn còn lại không đáng kể (tổng cộng vỏn vẹn 43 triệu đồng). Minh Thư",Negative
1492,"Ngày 31/03/2017, Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (SGDCK TPHCM) đã nhận được BCTC Kiểm toán năm 2016 của CTCP Gạch men Chang Yih (mã chứng khoán: CYC) do Công ty TNHH Kiểm toán DFK Việt Nam thực hiện kiểm toán và phát hành ngày 25/03/2017 theo đó Công ty có LNST năm 2016 là: 
- 8,9 tỷ đồng, LNST chưa phân phối tại 31/12/2016 của Công ty là: 
- 34,61 tỷ đồng. Công ty đã bị lỗ 02 năm liên tiếp là năm 2014 và 2015 với lợi nhuận sau thuế của công ty năm 2014 là 
- 13,44 tỷ đồng và lợi nhuận sau thuế năm 2015 là 
- 37,47 tỷ đồng căn cứ Báo cáo tài chính kiểm toán năm 2014 và năm 2015. Căn cứ vào điểm đ Khoản 1 Điều 60 Nghị định số 58/2012/NĐ-CP ban hành ngày 20/07/2012 “
Chứng khoán bị hủy bỏ niêm yết khi kết quả sản xuất, kinh doanh bị thua lỗ trong 03 năm liên tục hoặc tổng số lỗ luỹ kế vượt quá số vốn điều lệ thực góp trong báo cáo tài chính kiểm toán năm gần nhất trước thời điểm xem xét”. SGDCK TPHCM đang thực hiện thủ tục hủy niêm yết đối với cổ phiếu CYC do lỗ 03 năm liên tục.",Negative
1493,Diễn biến giá cổ phiếu CVN trong 1 năm gần đây.,Neutral
1494,"Cao su Đồng Phú (DPR) lãi 85 tỷ đồng quý 4, tăng 75% so với cùng kỳ",Positive
1495,"NDF sắp bị hủy niêm yết vì vi phạm nghĩa vụ công bố thông tin
Sở GDCK Hà Nội (HNX) vừa có thông báo yêu cầu CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định (HNX: NDF) giải trình nguyên nhân tình trạng bị hủy niêm yết",Negative
1496,"Cũng áp dụng ở tất cả các kỳ hạn nhưng PVcomBank giảm từ 0.05 đến 0.2 điểm phần trăm tại kỳ điều chỉnh 09/02. Lãi suất kỳ hạn từ 3 tháng trở xuống còn 3.9%/năm, kỳ hạn 6 tháng còn 5.6%/năm và 12 tháng còn 6.2%/năm",Neutral
1497,Công ty Cổ phần Đại Thiên Lộc giải trình KQKD quý 4/2020 so với cùng kỳ năm trước như sau:,Neutral
1498,Công ty Cổ phần Cảng Cát Lái thông báo giải trình chênh lệch lợi nhuận sau thuế lũy kế 6 tháng trong BCTC quý 2 so với BCTC bán niên được kiểm toán như sau:,Neutral
1499,"Công ty Cổ phần Thủy điện Nậm Mu (HJS): Doanh thu thuần quý II đạt
40,74 tỷ đồng, giảm 43% so với cùng kỳ. Lãi gộp đạt 26,2 tỷ đồng, giảm nhẹ so với
cùng kỳ nhờ chi phí giá vốn giảm mạnh. LNST quý II đạt 12,82 tỷ đồng, tăng nhẹ so với mức 12,36 tỷ đồng cùng kỳ. Lũy kế 6 tháng đầu năm, HJS lãi 17,12 tỷ đồng, tăng 8,15% so với 6
tháng đầu năm 2011. Công ty Cổ phần Đầu tư Xây dựng Hồng Phát (HPR): Doanh thu thuần quý II
đạt 30,1 tỷ đồng, tăng 133,33% so với cùng kỳ. Lãi gộp đạt 3 tỷ đồng, giảm
39,4% do chi phí giá vốn hàng bán tăng cao. Chi phí tài chính tăng mạnh từ 420 triệu đồng cùng kỳ lên 1,31 tỷ đồng
quý II/2012 cũng là một nguyên nhân kéo lãi sau thuế quý II còn 2,46 tỷ đồng,
giảm 32,3%. Lũy kế 6 tháng đầu năm, HPR lãi 5,18 tỷ đồng, giảm 42,13% so với 6
tháng đầu năm 2011.Hải An",Negative
1500,"Ở Thanh Trì, VAMC nhận thế chấp các dự án Khu đô thị mới Cầu Bươu, dự án Khu nhà ở để bán cho cán bộ công nhân viên chức liên cơ quan huyện Thanh Trì, Trung tâm dịch vụ Thương mại Thanh Trì với 6 tầng, tổng diện tích sàn là 24.741m2",Neutral
1501,Sở GDCK TP.HCM quyết định về việc đưa cổ phiếu Công ty Cổ phần Xây dựng Hạ tầng CII (mã CK: CEE) vào diện cảnh báo kể từ ngày 22/04/2020 như sau:,Negative
1502,"Lỗ lũy kế vượt vốn điều lệ, NGC đối mặt án hủy niêm yết

Ngoài khoản lỗ ròng gần 17 tỷ đồng, BCTC kiểm toán năm 2020 của CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền (HNX: NGC) còn nhận điểm trừ bởi ý kiến ngoại trừ và vấn đề cần nhấn mạnh của đơn vị kiểm toán",Negative
1503,Công ty Cổ phần Tập đoàn Khách sạn Đông Á thông báo về việc bị cưỡng chế thi hành quyết định hành chính thuế bằng biên pháp ngừng sử dụng hóa đơn như sau:,Negative
1504,"NBB: Bị phạt và truy thu thuế hơn 44 tỷ đồng, lãi ròng quý 4 tăng đột biến
Tổng cục thuế vừa có quyết định xử phạt vi phạm hành chính về thuế qua kiểm tra việc chấp hành pháp luật thuế của CTCP Đầu tư Năm Bảy Bảy (HOSE: NBB)",Negative
1505,"Qua trường hợp tại Coteccons, ông Hiệp cũng gửi lời cảnh báo đến các thương hiệu Việt cân nhắc việc phát hành tăng vốn.",Neutral
1506,"Công ty Cổ phần Gò Đàng (AGD) công bố kết quả kinh doanh hợp nhất quý 1 năm 2013. Doanh thu thuần quý 1 năm 2013 của AGD đạt 224,6 tỷ đồng, giảm 6,14% so với cùng kỳ 2012. Doanh thu xuất khẩu tiếp tục chiếm ưu thế với 180,3 tỷ đồng, tương đương 80,3% doanh thu thuần. Doanh thu giảm, nhưng giá vốn trong kỳ của AGD bị đội lên, đạt 193 tỷ đồng dẫn đến lãi gộp của công ty sụt giảm đáng kể, chỉ còn 31,5 tỷ đồng, so với 49,4 tỷ đồng cùng kỳ năm trước. Doanh thu tài chính quý 1 tăng vọt, đạt 10,3 tỷ nhờ khoản lãi tiền gửi đạt 9,5 tỷ đồng. Quý 1/2012, AGD chỉ đạt 2,7 tỷ đồng doanh thu tài chính, trong đó lãi tiền gửi vỏn vẹn 871 triệu đồng. Kết quả quý 1/2013 AGD lãi ròng 8,32 tỷ đồng, giảm 63,8% so với cùng kỳ. EPS riêng quý 1 ở mức 462 đồng/CP. Minh Thư",Negative
1507,"Dịch vụ 
Nova Retail cần nguồn nhân lực lớn cho chuỗi cửa hàng bán lẻ năm 2021
Nova Retail là đơn vị vận hành và kinh doanh chuỗi cửa hàng bán lẻ thời trang, phụ kiện, mỹ phẩm và hệ thống cửa hàng tiện lợi, có mặt tại các dự án và điểm đến du lịch do Nova Group phát triển. Năm 2021, Nova Retail dự kiến mở 86 cửa hàng và đây là môi trường làm việc thú vị cho những người năng động",Positive
1509,Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh quyết định về việc đưa cổ phiếu vào diện cảnh báo của Công ty Cổ phần Tập đoàn Đức Long Gia Lai (mã CK: DLG) như sau:,Negative
