review,category,score,vui chơi,lưu trú,nhà hàng,ăn uống,vận chuyển,mua sắm
"Vì có người nhà ở đây nên mỗi năm mình xuống Qủang Ninh 5,6 lần nhưng lần này là một trải nghiệm hoàn toàn khác khi được ở trên tàu du lịch đi thăm thú các đảo và chèo thuyền kayak Thời tiết không quá lạnh rất dễ chịu cũng hoạt động nhiều nên còn cảm thấy nóng nữa .M đã đi hết tất cả các đảo ở vịnh nếu bạn đi 1 lần thì không thể đi hết được vì có những đảo rất xa mất nhiều thời gian để đến nhưng đảo càng ở xa thì nước càng trong xanh và rất đẹp",travel,8.0,5,0,0,0,0,0
"Nhiều sách lạ và hiếm, sờ vào thôi cũng đã thích rồi. Muốn mua mấy cái bao đựng sách làm túi xách luôn mà không mang đủ xiền hu hu. Tuần tới chị chủ nói có thêm nhiều cây xanh trang trí hơn để bày bán, nên nhất định tuần sau sẽ quay lại. Hy vọng lại được gặp em mèo lười và chị chủ đáng yêu của tiệm. tiemsach đẹp saigon thuviensachsaigon bOknest",edu,8.8,0,0,0,0,0,5
"Đi dịch gần TẾT quá hay sao chả có ai hết, nên không có gì để bình luận nhiều.",travel,7.0,0,0,0,0,0,0
"Mình đặt phòng ở đây, được dùng tất cả dịch vụ và 3 bữa buFet, hơn 5tr đêm nhưng rất đáng đồng tiền bát gạo. BuFet thay đổi thường xuyên, có cá hồi sống rất tươi ngon. Về đêm có hải sản nướng nữa, có dịp sẽ quay lại tận hưởng tiếp",travel,7.8,0,5,0,5,0,0
"Nằm trên đường Láng Hạ gần rạp chiếu phim quốc gia, đây là nơi tổ chức tiệc cưới hay party lý tưởng. Không gian vô cùng rộng, thoáng đãng, đằng trước là cầu thang to sang trọng. Ở đây được bài trí với đàn violon, bàn ghế gỗ, thảm trải dài lịch sự. Một phòng khá là rộng, trần cũng cao, có sân khấu biểu diễn hoành tráng. Nhân viên phục vụ lịch sự, thân thiện. Menu đồ ăn theo hơi hướng phương tây. Mình khá thích ăn salad hoa quả ở đây, nhiễu loại hoa quả mềm tươi. Tôm đĩa to, vị chua ngọt dễ ăn, bóc võ sẵn. Súp khá ngon, ăn vị vừa.",wedding,8.0,5,0,5,5,0,0
"Có một người bạn nc ngoài đến HN chơi ở đây nên cũng kéo mình ở cùng trong mấy ngày cô ấy lưu lại HN. Bữa sáng mình chỉ ăn nhẹ sanwich trứng với cafe nên không nx còn tối ăn buFet ở đây khá nhiều món,sashimi khá là tươi. Khách sạn đẹp,phục vụ nhiệt tình,phòng hơi nhỏ.",travel,7.8,0,4,0,4,0,0
"Hôm bữa mình đi dùng bữa ở đây, mua deal trên hotdeal là 295 đã bao gồm VAT. Mình tới lúc 7g tối, khá đông. Đồ ăn có rất nhiều sự lựa chọn từ ăn no tới ăn chơi. Hải sản cũng khá nhiều như ốc bưu, nghêu hấp, ốc len xào dừa đặc biệt món sò huyết và tôm khá ngon, các bạn nên ăn. Còn có steak nữa mà để trong góc khá khuất nen ít người thấy. Gỏi rau muống, gỏi khổ qua trộn vừa miệng. Các món dân dã như bánh bèo, bánh lọt... . Còn có salad các kiểu nữa. Cuối bữa mình gọi lên lẩu thì sẽ có cua ăn chung . Tráng miệng là kem tươi, yaua, trái cây. Nhân viên phục vụ rất lịch sự và nhanh nhẹn thấy có dĩa dơ là lại dọn liền. Chất lượng phù hợp với giá cả",travel,7.4,0,0,0,5,0,0
"Kể từ hôm nay ai có tổ chức tiệc tại nhà hàng ADORA Hoàng Văn Thụ thì đừng bao giờ mời mình nhé, xin hãy quên mình đi. Đồ ăn quá tệ , ba cái món gì làm nhạt nhẽo ,nguôi lạnh...P có cho tiền không cũng không đến adora luxury 198 hoàng văn thụ",wedding,4.2,0,0,0,0,0,0
"Phục vụ tận tình , phòng hát tốt , âm thanh chất lượng cafe",entertain,8.6,5,0,0,0,0,0
"Ghé Rạch giá thăm người bạn. Quyết định sau khi xuống máy bay sẽ là về đây, đúng là như ý. Phục vụ tận tình, mấy cô lễ tân dễ thương, các anh bảo vệ rất chu đáo, các bạn phục vụ nam thì nhiệt tình, đồ ăn sáng nếu thích thì người ta bê tới phòng.... nói chung là trên mức tuyệt vời Duy nhất là cà phê, vẫn là loại cà phê hoá chất, chưa mang lên tầm cỡ quốc tế được, cà phê gì mà đen đặc kẹo lại, không có mùi cà phê...",travel,9.0,0,0,0,5,0,0
Gà và cơm hơi khô. Không biết có phải tại mình ăn chưa quen hay không nữa. Quán bán nhiệt tình,foods,8.6,0,0,0,4,0,0
"Gía chỉ từ 20.000đ 50.000đ ✅Ở đây buổi sáng có bún cá siêu ngon luôn, chỉ 25k một tô mà cực chất lượng .Cá họ làm tươi rói luôn nên ăn ngọt thơm lắm, mà thịt chắc không hề bị bở tí nào luôn.Đây có bán chả cá miếng để khách mua về đoá. Tết này gom về xong đến giở ăn đem ra rán lên ăn cùng bún hay cơm gì đều được nha .",foods,8.0,0,0,0,5,0,0
Đat đo an nhu nao ạ,foods,5.0,0,0,0,0,0,0
"Quán rộng, đa dạng chỗ ngồi, trang trí mát mắt dễ chịu. Menu nhiều loại trà tha hồ lựa chọn, đảm bảo chất lượng tốt, pha đều tay. Nhân viên phục vụ nhiệt tình nhanh nhẹn và vui tính. Kể cả mình đến lúc quán đang đông khách đồ vẫn lên nhanh không bị chậm. Đặc biệt có một khu nhà kính xây riêng vừa đẹp lại siêu yên tĩnh rất thích hợp để những bạn có nhu cầu học làm việc đến ngồi, bao lâu cũng không ngại vì khách toàn lên tầng 2. Giá cả tương đối hợp lí. Bây giờ còn phục vụ thêm đồ ăn nhanh nữa. Nói chung là không có gì để chê cả!",foods,9.4,0,0,0,5,0,0
"Là một nơi lạ, đáng đi, nhà có nội thất trang trí khá đẹp, nghe nói từng được dùng quay phim hồi đó n",travel,6.8,4,0,0,0,0,0
"Thịt bò, nghêu khá nhiều, cá mực ít, rau và các món ăn kèm cũng đa dạng. Không gian hơi chật hẹp nên ngồi không được thoải mái lắm, mấy bạn nhân viên dọn đĩa cứ làm rơi rớt hoài.",foods,5.0,0,0,0,3,0,0
"Không gian đẹp, sang trọng, sảnh lớn. Món ăn bình thường, không có gì đặc sắc. Phục vụ không chuyên, nhân viên vụng về, không biết cách gắp thức ăn cho khách Kịch bản tiệc cưới lạ nhất từ trước đến giờ mình từng xem nhảy mở màn sexy dance . MC giới thiệu lung tung, nhầm lẫn",wedding,6.4,0,0,0,2,0,0
"Resort đẹp và cực kỳ đẳng cấp! Mình nghỉ ở đây và cực thích vì không gian yên tĩnh, đẹp và rất tuyệt vời. Điểm 10 cho chất lượng và dịch vụ. Điểm trừ tốn tiền taxi vô trung tâm ăn vặt.",travel,8.4,0,5,0,4,0,0
"Đi du lịch ra Hạ Long theo đoàn. Lần đầu đến Halong này, ấn tượng đầu tiên sau một ngày lên đênh trên Vịnh Hạ Long là mệt và đuối. Sau khi về khách sạn tắm rửa và nghỉ ngơi chút thì theo lịch là ăn tối. Khu nhà ăn khá rộng rãi và thoáng, không khí ở đây buổi tối cũng khá dễ chịu, không oi bức như ban ngày. Bàn ghế ngăn nắp, chỉnh chu. Nhân viên phục vụ khá ổn, tuy nhiên không vui vẻ, tươi cười cho lắm. Nhưng cũng không thể phàn nàn vì họ phục vụ cũng rất nhiệt tình và chu đáo. Do cả ngày đã ăn hải sản nào tôm nào cá. Đến tối cũng gặp nên hơi ngán, nên cũng không hứng thú mấy. Thức ăn theo mình ăn cũng khá, không quá đặc biệt.",travel,8.0,0,0,0,4,0,0
"Nhà sách này nằm ở đường Trần Hưng Đạo quận 5 , gần Đại Thế Giới . Có 2 lối đi là 1 lối trước cửa nhà sách , còn lối còn lại nằm bên trong Đại Thế Giới đi thẳng lên lầu 1 . Không gian rộng rãi , thoáng mát , đặc biệt là không có wifi . Ở đây nhiều sách hơn những chỗ khác , giá cũng rẻ hơn những chỗ khác . Nhân viên phục vụ tốt , vui vẻ , nhiệt tình , tính tiền nhanh . Bãi giữ xe nằm ở bên cạnh và trước mặt nhà sách .",edu,7.8,0,0,0,0,0,5
"rạp này nằm ở tầng 3 của nha trang center, chỉ cần tới đó bấm thang máy lên tầng 3 là được ở đây chỉ được có 3 rạp mà không gian nhỏ hơn bên rạp loTe nên thường ít khách hơn giá vé bên đây thấp nhất là 40k cho ngày thứ 5 đồng giá, còn thứ ba thì giá là 55k nhưng nếu chọn chỗ vip thì thêm 5k là 60k được tặng 2 nước với 1 bắp nữa âm thanh bên rạp này nghe có vẻ sống động nhưng màn hình chiếu thì lại nhỏ",entertain,7.6,4,0,0,0,0,0
"Không gian khá ấm cúng nhân viên phục vụ tận tình chu đáo, đồ ăn thì ngon mấy món mình ăn đều hợp khẩu vị nghe nói quán còn nấu theo khẩu vị của khách",entertain,7.8,0,0,5,5,0,0
"Quán mát mẻ, nhân viên phục vụ nhiệt tình cô chủ siêu dễ thương nha, làm rất là ưng ý, nhất định sẽ quay lại",beauty,9.0,5,0,5,5,0,0
"Mình đặt hàng ts thái xanh thấy uống ngon không quá ngọt, thạch ăn ngập họng, ngon. Uống 1 ly mà thấy no, ngon dễ sợ. 1ly 20k quá rẻ.Sẽ quay lại",foods,8.0,0,0,0,5,0,0
"Lần thứ hai quay lại, lần này gọi bánh tráng cuốn thịt heo và thịt nướng, thịt nướng vẫn ngon, còn thịt heo bình thường. Điểm trừ là rau nát và hỏng rất nhiều, gần như không ăn được tí nào cả. Bù lại không gian và thái độ phục vụ tốt.",foods,7.6,0,0,0,4,0,0
Một cửa hàng piZa nhỏ bé.,foods,8.0,0,0,0,0,0,0
"Cũng được, bình thường . Ngày xưa thời còn đi học ít ai bán bún gà, thì giá cả ở đây thuộc hàng top đắt luôn . Giờ thì bình ổn rồi, Tô 20k 25k cũng dễ ăn.",foods,7.2,0,0,0,4,0,0
"Mình hồi nhỏ hay đi nhà sách, nhớ hồi nhỏ hễ cần gì cũng chạy đi nhà sách chứ không mua gần nhà,mỗi năm học háo hức gì đâu! Gần đây có đi nữa thì không thích như trước kia, rõ bản ghi giữ xe miễn phí cho khách mà vẫn đòi tiền giữ xe được, dù đã gửi mail vài lần ấy, mong fahasa cải thiện. Không cần đi nhà sách, không tốn tiền gửi xe, không bắt người đưa kẻ đón Chương trình frEship cho đơn hàng trên 30k ngày Chủ Nhật. star star star MÃ GIỚI THIỆU FAHASA K6JHYQ giảm ngay 15k cho đơn đầu tiên.star star star link rút gọn frEship CN bên dưới, nhớ nhập mã giới thiệu khi đăng kí để được ưu đãi 15k nha hTps shorten.asia uDVxk7xF",edu,6.6,0,0,0,0,0,3
"Đi Đảo Khỉ chơi vé là 30k 1 người. Ở đây khỉ nhiều vô đối khỉ đực, khỉ cái, khỉ già, khỉ trẻ... Tụi nó quậy kinh khủng luôn uống nước ngọt nữa chứ. Mua 5k 1 bịch đậu phộng cho khỉ ăn mà nó giật nguyên bịch đậu của mình. Trong đây có dịch vụ đi thuyền và câu cá xấu nữa nhé. Cá nhân mình thấy vô đây vui đi đáng tiền lâu lâu chở về với thiên nhiên cũng hay",travel,8.0,4,0,0,0,0,0
"Thời gian giao hàng rất chuẩn, hoa thì rất đẹp. Nói chung mình rất ưng ý. Có dịp sẽ ủng hộ cửa hàng tiếp",wedding,7.8,0,0,5,0,0,5
"Mấy tháng trước giá tăng mỗi món 5k. Ok cũng được, lâu mới thấy tăng, không sao. Rồi hôm nay đặt hàng cốc sữa chua hoa quả , giao hàng vào thấy hơi bất ngờ. Giá vẫn vậy sau khi tăng 5k còn lượng thì giảm còn tầm 2 3 so với cốc cỡ cũ Vậy là vừa tăng giá, vừa giảm lượng ?",foods,4.2,0,0,0,5,0,0
"Không gian địa chỉ quán dễ tìm, ngay mặt phố, chỗ để xe thoải mái, decor ổn, khá đẹp, có 2 tầng nhé, nhưng quán hơi ồn vì chủ yếu là tEn tụ tập Đo uong giá hợp lý với cả tEn và sinh viên, uống cũng ngon Nhóm mình cũng hay tụ tập quán này",foods,7.2,0,0,0,4,0,0
"Tối đấy là đi sau một ngày mệt lử lừ ngoài Vinpearl Land thì qua đây, ban đầu không tính vô vì Nha Trang có khá nhiều bar pub đẹp, mà tại đi hơi mệt rồi nên bọn mình qua bên này hưởng gió trời và ngắm biển đêm",travel,8.0,5,4,0,4,0,0
"Chất lượng Bình thường , mình không thấy đặc sắc lắm . Trà sữa hơi nhạt , không đậm vị trà lắm . Hình thức ly nước cũng không đẹp lắm . Không gian Nhỏ , không đẹp . Có nhiều cơ sở trên đường Nguyễn Văn Thoại , lúc nào cũng thấy đông khách cả . Giá cả Trung bình Dịch vụ Phục vụ nhanh . Thấy các nạn nhân viên hơi vất vả vì phải phục vụ nước 2 bên đường , đông đúc xe cộ , nhìn nguy hiểm quá .",foods,7.4,0,0,0,2,0,0
"Cách trung tâm không xa lắm cũng dễ tìm. Một khu di tích quốc gia nên đi để tìm về Cần Thơ và con Người nơi đây. Mình đi đầu giờ chiều không có người thuyết trình nên cũng không nắm hết lích sử nơi đây lên mạng đọc thêm thông tin thì được xây dựng từ thời pháp có lích sử gần 200 năm rùi, là nơi quay của bộ phim The lover tên Tiếng việt người tình. ở trong có những bài báo nsoi về bộ phim luôn nhé. À phí 15k người mà ngộ cái tụi mình đi vào có hcút xíu thu tiền xong như muốn đuổi khách. Mà không hề giới thiệu hay nói gì về nơi này. Có một khoang vườn bên hông nhà nữa cũng mát mẻ mà không đẹp lắm. Đi cho biết cũng hay hay",travel,7.2,3,0,0,0,0,0
Đề bán xiên vào đặt thì toàn bánh trung thu,foods,1.0,0,0,0,0,0,2
"Mới bước vào là không gian sang trọng, hôm mình đi ăn điểm tâm, có nhiều món lạ mà đi nhiều nhà hàng hoa chưa ăn qua, món ăn rất ngon rất chất lượng trang trí đẹp, phục vụ khá tốt",wedding,7.6,0,0,4,4,0,0
"Mấy hôm trước lướt fOdy thấy bạn này bán bánh tráng trộn chú Viên là gọi giao hàng liền. Bánh chuẩn vị ăn cực cực cực ngon lun . 1 bịch s yêu nhiều gồm khô mực, khô bò đen, mỡ hành, lạc, rau răm, xoài,.... ăn bịch này no lun. Giá cả hợp lý và giao hàng rất nhanh mình cực ưng điểm này bạn bán hàng cũng dễ thương đáng yêu nữa nên mình sẽ ủng hộ dài dài Giá 35k bịch Fb bán Đoàn Vũ Khánh Linh",foods,10.0,0,0,0,5,0,0
"Nằm trong khu chợ Đà Lạt đi lòng vòng hơn khó tìm mấy bạn tìm theo số sạp đó. Cô bán dễ thương, cho ăn thử tất cả loại mức xong giới thiệu cho loại nào ngon, loại nào dở mùa này không nên mua. Thật ra ăn thử không mua cũng không sao cô dễ thương lắm không mua không bị chửi giống mấy bà trong chợ, cho ăn cả maCa đà lạt. Mua đồ nhiều cô còn tặng thêm mứt này mứt kia. Mua đồ là cô cho cái túi tái sử dụng để dễ xách luôn. Không gian sạp hơi nhỏ nên không trưng bày nhiều muốn mua gì hỏi chị đó lấy cho, có hết đó. Đồ ăn chất lượng, chị bán đồ ngon không, mấy thứ mứt dở chị không lấy bán. Có cả dịch vụ ép chân không cho ai có nhu cầu. Cần thì chị có gửi mứt theo xe khách xuống thành phố luôn",shop,8.6,0,0,0,0,0,4
"Sở hữu thực đơn đa dạng và đặc sắc, món ăn tại Cát Khánh VeGetarian FOd không chỉ thơm ngon mà còn được trình bày tỉ mỉ, đẹp mắt. Nguyên liệu chế biến hoàn toàn từ rau củ, nấm, tàu hủ,… thuần khiết, khiến bất kì ai một lần thưởng thức cũng khó có thể quên được. Quán nổi tiếng nhất món bánh xèo chay được làm bằng nhân đậu xanh nên rất thơm ngon mà lại không bị ngán, rất phù hợp cho các tìn đồ ăn chay và bạn nào muốn đổi vị, không muốn ăn nhiều dầu mỡ, muốn ăn thanh đạm tốt cho sức khoẻ thì đến ngay quán này nhé. Không gian quán rất thoáng, thoải mái, phù hợp cho gia đình chiều tối đến thưởng thức. Quán nằm trung tâm nên thuận lợi cho dân văn phòng nữa nè.",foods,9.6,0,0,0,5,0,0
Nước sâm ngon.,foods,8.6,0,0,0,5,0,0
"Vừa ghé qua sân bay quốc tế Tân Sơn Nhất để bay ra Hà Nội công tác nhiều ngày bằng hãng hàng không Vietnam Airlines, về không gian của sân bay Tân Sơn Nhất hay chất lượng dịch vụ tại nơi đây thì không có nhiều yếu tố để bàn luận nhưng xét về phong cách phục vụ của Vietnam Airlines thì khá chuyên nghiệp, hướng dẫn tận tình và giải quyết rắc rối cho khách khi cần thiết. Do mình di chuyển cũng khá gấp nên chưa đầu tư tham quan và chụp ảnh để đăng trên FOdy được nhiều.",travel,9.6,0,0,0,0,4,0
"Tụi mình từ Ninh Thuận chạy lên đây đi theo quốc lộ 702 nên có thể nói chưa tới khu resort thì cảnh trên đường đã đẹp rồi.Khu du lịch có đường khó vào nên thực sự dù đã được review trước đó nên mình cũng không tin được lại có 1 khu du lịch xinh đẹp thế này với đường xa hẻo lánh. Resort thu 50k 1 người bao nằm võng trên biển, xích đu và tắm nước ngọt, mình thích nhất là có cái võng trên biển, vừa nằm sóng đánh dập dìu thoải mái mà vừa check in cực sang chảnh luôn. Khu du lịch có nhiều cặp đôi tới chụp ảnh cưới , có nhà hàng trong khu du lịch, có phòng khách sạn và cả homestay loại nhỏ được gọi là thị trấn tý nị luôn. Nói chung là khu đẹp nè, rất đáng đi trong hè này.",travel,8.8,5,5,0,0,0,0
Thái độ nhân viên. từ thu ngân tới bán hàng không tôn trọng khách Đi 5 lần là 5 lần y chang Ko bao giờ tôi quay lại. Cần training lại tất cả các nhân viên đặc biệt là cửa hàng Phan Xích Long .,shop,1.0,0,0,0,0,0,0
"Cuối tuần vừa rồi mấy chị rủ đi đây nghỉ dưỡng, thư giãn. Ở đây thích lắm luôn, toàn cây cối, sông nước mát ơi là mát. Mình bOk phòng cho 2 người hình như tầm 1tr6 á, luôn cả ăn 3 bữa. Phòng lợp mái lá, giữa sông, dùng quạt nha, gần gũi với thiên nhiên. Nhà vệ sinh lộ thiên nha, , tối tắm hơi ghê. Đồ ăn siêu ngon, rau củ toàn tự trồng, cà chua siêu ngon, ngọt lắm. Buổi sáng ăn bánh canh, trưa được ăn cơm với trứng, cá kho, canh bí. Tối được ăn đồ nướng. Tới đây được chèo thuyền, câu cá tự tay hái rau. Cuối tuần trốn ồn ào lý tưởng lắm nha.",travel,7.0,0,5,0,0,5,0
"Mình đặt 2 cốc sữa chua mít và 1 cốc chè thái mít mà tuyệt nhiên cả 3 cốc không có miếng mít nào ? ? Biết là có giảm 30 và frEship qua Now nhưng chất lượng không thể chấp nhận nổi. Nếu hết đồ thì quán phải báo giao hàng gọi cho khách để đổi món chứ không thể làm ăn kiểu treo đầu dê bán thịt chó như thế được. Chè thì nhạt toẹt chẳng có vị gì, hạt lựu cứng như để từ hôm qua. Gọi cốc sữa chua với chè mít mà lõng bõng vài miếng thạch với thái xanh. Mình chẳng hiểu sao các bạn lại có thể khen được chè ở đây. Không bao giờ quay lại.",foods,1.0,0,0,0,1,0,0
"Cuối tuần vừa thèm bánh ngọt vừa thèm hải sản xiên nướng mà lười ghé nhiều chỗ thì ghé khách sạn TC đối diện cầu đi bộ ăn buFet là thoả mãn liền. Giá vé người lớn 198k vé, trẻ em 119k vé, mua 2 vé được miễn phí thêm 1 trẻ em dưới 6 tuổi. Thấy trên vé giới thiệu mua 2 vé được tặng voucher uống cafe ở tầng 8 mà hỏi thì nhân viên báo chương trình kết thúc hồi đầu tháng 9 vì quầy nước đã bổ sung thêm nước ngọt cho khách, nghe đâu voucher trị giá 10k hà. Menu buFet đặt ngay cửa ra vào, thay đổi mỗi tuần. Trước khi mua vé có thể tham khảo menu hôm đó có hợp ý mình không. Quầy xiên nướng các món sò lông, cá trứng chỉ có 1 mâm, hết rồi không châm thêm. Xiên nướng được làm chín sẵn, khách muốn ăn nóng nhân viên sẽ nướng lại bằng bếp than bên cạnh. Menu có bánh xèo bánh khọt nhưng tìm mỏi mắt không thấy mà đi ăn 1 vòng xong quên hỏi nhân viên luôn, gà nấu nho thì được thay bằng bò nấu nho. Thái độ nhân viên thân thiện nhiệt tình, ra quầy nướng chọn món xong nhờ nướng cho nóng, khách không cần đứng đợi, nướng xong bếp tự mang vào bàn cho khách. Nước thì chỉ có nước ngọt đựng trong bình có vòi rót nên không còn hơi ga , trà, nước lọc.",travel,6.0,0,0,0,5,0,0
Yến sào tốt tại đăk lăk,shop,8.6,0,0,0,5,0,0
Mình đến đây chơi dịp giáng sinh và năm mới nên khu thương mại này trang trí khá đẹp. Mình không thường hay đi chơi ở Time City lắm mà hay đi ở Royal city hơn. Ở Time thì không gian rộng hơn rất nhiều và cũng có nhiều nhãn hàng hơn. Các tiểu cảnh và trang trí ở chỗ này cũng rộng và đặc sắc hơn. Người đến chơi ở Time đông hơn. Bên ngoài khu thương mại có các điểm tập thể thao vào ngồi ngắm cảnh thoải mái và cho người ở bên ngoài khu dân cư sử dụng nên cuối tuần mang gia đình đến đây chơi rất phù hợp.,shop,7.0,0,0,0,0,0,4
Quốc tự giám,travel,8.0,0,5,0,0,0,0
"Nếu muốn mua đồ Hàn thì nên đến đây, có rất nhiều sản phẩm nhập khẩu từ Hàn như mỳ gói, kim chị, rong biển..... Đây cũng là siêu thị Duy nhất ở ĐN miễn phí tiền giữ xe cho khách, các siêu thị khác đều thu từ 1 2k. Mình hay đến đây mua đồ Hàn hoặc bánh mỳ, còn các đồ khác thì giá đắt hơn siêu thị khác một chút. Siêu thị khá rộng và không quá đông, thanh toán nhanh, xe đẩy đều còn mới.",shop,8.0,0,0,0,0,0,5
Sản phẩm về mới mỗi ngày! Chính sách đổi trả rất tốt. Nhân viên nhiệt tình. Cửa hàng thân thiện. Nói chung rất là hài lòng về cách phục vụ nv khi cho thử mẫu trái cây và giới thiệu nhiều về các chương trình đang khuyến mãi,shop,9.0,0,0,0,0,0,5
"Buổi tối vào nhà thiếu nhi là rất náo nhiệt. Mấy bé tập võ rất là đông, dạy võ takondo và có cả võ vovinam nữa. Không khí ở nhà thiếu nhi rất vui có nhiều khu trò chơi dành cho nhiều bé khác nhau, rất phù hợp. Mình mà có mấy đứa em còn nhỏ thì xác đinh là sẽ dẫn nó vào đây chơi mỗi khi rãnh rỗi. Vào đây thấy nhiều bé chơi trò chơi mà bé nào mặt mày cũng rất là thấy cưng, giá các trò chơi rất vừa túi tiền. À có cả khu tô tượng dành cho trẻ nữa. Bên trong nhà thiếu nhi còn có khu tranh ảnh những hoạt động của nhà thiếu nhi",travel,8.6,5,0,0,0,0,0
"Vị trí quán nằm đoạn lạc long quân tít bên hồ tây nên là xa trung tâm lắm nhé, đi 1 đoạn mới đến cơ. Tuy nhiên tìm quán khá là dễ vì kiểu quán to đùng rộng trải luôn a. Ko gian bên trong còn rộng nữa, trang trí kiểu truyền thống nên cảm giác khá là hay Giá cả Mẹt 4 người 520k Chất lượng nhìn chung kiểu ăn mấy đồ này thì quán khá là ok a. 1 mẹt cho 4 người ăn có thịt luộc, lòng, rượu mận nói chung cũng khá là đầy đặn. Thịt cảm giác ăn chất mà sạch sẽ nên là ok",foods,7.2,0,0,0,5,0,0
"Mình dẫn bạn ấy đi chơi, xuống nhà hàng nổi Lady Hậu của Victoria ăn bánh ngọt, ngắm cảnh sông Hậu về đêm khá đẹp và lãng mạn nha! Gió sông mát rượi. Chụp hình sống ảo lung linh. Menu bánh Âu chỉ có vài món thôi chứ không đa dạng lắm. Mình gọi phần bánh ngọt và phần kem matcha chocolate. Bánh ngọt làm sẵn để tủ rồi nên mình gọi là người ta mang ra liền. Mình thấy khá ngon, có điều là ngọt quá, nên giảm độ ngọt lại cho giống bánh Âu thì sẽ ngon hơn. Kem thì mau tan lắm nên phải ráng ăn nhanh. Kem trà xanh thì thơm ngon, kem chocolate cũng ngọt nhiều quá. Ăn kèm bánh quy nướng hơi xém. Trang trí trên chiếc thuyền sứ đơn giản. Ở đây dùng dĩa trắng sạch sẽ sang trọng. Nhân viên phục vụ khá ok chu đáo.",travel,7.6,0,0,0,5,0,0
Khuôn viên rộng mà không có nơi cho khách để xe dưới 5 phút. Đi vô đi ra chưa tới 5p là 6k đúng là lm tiền hay thiệt.,travel,6.2,0,0,0,0,0,0
"Lần thứ 3 quay lại nhà hàng. Vẫn phong cách sân vườn vừa độc đáo vừa thơ mộng. Mình cực thích món soup bí đỏ tại nhà hàng luôn, chắc do hợp khẩu vị mình !. Lần nào đến nơi đây cũng được thoả mãn đủ sắc hương vị! Hi vọng lần tới lại có dịp ghé thăm.",wedding,10.0,0,0,5,5,0,0
"Chô, này mình được bạn dẫn đi nè. Bánh canh cua ngon mà nó ăn suốt nhũeng năm đại học. Bánh canh cua chỗ này một tô 25k khá nhiều toPing . Nấm, rồi thịt, cua. Một tô ăn no nê luôn mà rẻ quá chừnb. Nêm nếm ngon nè mà có điều hình như nước lèo không được nóng nên ăn chưa được đã kắm, nếu mà nóng hôi hổi vừa ăn vừa húp nước thì quá đã luôn. Chỗ này còn bán chè bánh plan các kiểu. Trong con hẻm này còn có khá nhiều quán xá đã có mặt trên FOdy, từ từ khám phá hết sau",foods,7.4,0,0,0,5,0,0
"Cứ lễ về là được đám bạn rũ rê đi leo núi do tụi mình được nghĩ sớm nên đi chơi trước hôm lễ 30 tháng 4 chứ đợi đến đó đi thì đứng xếp hàng này nọ và đông cực kỳ nên sẽ cực lắm, thế là cả bọn quyết định đi hôm nay luôn, đi buổi sáng nên không khí nơi này cực kỳ mát mẻ và thoáng, nhiều người cũng đi chùa hành hương này nọ lắm nhe, chùa được xây khá là rộng lớn nhe, kiến trúc nhìn khá là bắt mắt ấy, nhưng lần thứ n rồi rác vẫn 1 đống dù là ngày thường ấy trời",travel,8.0,5,0,0,0,0,0
"Hôm trước đi cùng bạn ghé qua Circle K này, ta nói nó nhiều đồ ghê. 2 chị em lấy 1 ly bò cụng đá bào 12k và 2 cây kem mini. Bò cụng xay đá bào khá ok, 1 ly hoành tráng, mát lạnh nhâm nhi cũng được. Còn lấy thêm kem ăn nữa, cây kem nhỏ xíu, có vị chocolate và vị vani, kem béo, thơm, ăn vui miệng thôu chứ để cho đã phải 5, 6 cây mới đủ. heh. Nhân viên ở đây thân thiện. Mà hình như nhân viên ở đâu cũng thân thiện vậy á. Có dịp sẽ ghé lần nữa",shop,7.8,0,0,0,5,0,0
"Circle không số 54 tô ngọc vân, ngay đoạn ngã rẽ từ đường hồ lên ! Thái độ nhân viên phục vụ khá tốt , tuy nhiên hơi soi mói và tò mò khách hàng một chút bản thân mình thấy thế Khu vực ghế ngồi sạch sẽ và thoáng mát , tuy nhiên thì mình thấy có một điểm trừ là nhân viên dọn đồ hơi lau. Mà kể cả trong việc làm đồ ăn cũng lâu luôn Các mặt hàng được bán khá phong phú và đa dạng Bánh su kem rất rất rất rất rất rất rất tệ . Ăn vừa ngán vừa ngọt vừa chán luôn ạ Cafe thì quá đắng u hu không uống nổi dù monhf đã gọi nhiều sữa Giá ở đây thì đắt hơn các siêu thị khoảng 1 đến 2k Có đồ thì không bị đắt hơn Đc cái ở đây lúc nào cũng fuL bánh báo, thích ơi là thích mà ngon nhất là bánh bao khoai môn",shop,6.8,0,0,0,3,0,0
